poisonous,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,poisonous_readable,cap_shape_readable,cap_surface_readable,cap_color_readable,bruises_readable,odor_readable,gill_attachment_readable,gill_spacing_readable,gill_size_readable,gill_color_readable,stalk_shape_readable,stalk_root_readable,stalk_surface_above_ring_readable,stalk_surface_below_ring_readable,stalk_color_above_ring_readable,stalk_color_below_ring_readable,veil_type_readable,veil_color_readable,ring_number_readable,ring_type_readable,spore_print_color_readable,population_readable,habitat_readable,has_bruises,cap_shape_cap_color,bruises_cap_surface,gill_color_veil_color,cap_shape_te,cap_surface_te,cap_color_te,stalk_root_te,veil_color_te,odor_te,habitat_te,population_te,gill_color_te,cap_shape_cap_color_te,bruises_cap_surface_te,gill_color_veil_color_te
e,x,s,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,False,convex,smooth,white,has_bruises,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,purple,several,woods,True,convex_white,has_bruises_smooth,pink_white,0.3998011,0.44769403,0.35771066,0.49775112,0.38833967,0.0,0.27022377,0.50454545,0.4720244,0.37386018,0.5870736,0.4720244
e,x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,False,convex,smooth,yellow,has_bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,meadows,True,convex_yellow,has_bruises_smooth,brown_white,0.3998011,0.44769403,0.62516916,0.07435898,0.38833967,0.0,0.13488372,0.3453145,0.108270675,0.6236559,0.5870736,0.108270675
e,f,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,False,flat,fibrous,white,no_bruises,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,abundant,grasses,False,flat_white,no_bruises_fibrous,pink_white,0.4084173,0.3497014,0.35771066,0.23684211,0.38833967,0.034591194,0.4094794,0.0,0.4720244,0.45771143,0.60505164,0.4720244
e,x,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d,False,convex,fibrous,brown,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,solitary,woods,True,convex_brown,has_bruises_fibrous,purple_white,0.3998011,0.3497014,0.11875,0.49775112,0.38833967,0.034591194,0.27022377,0.39549002,0.102639295,0.1281407,0.0,0.102639295
p,b,y,y,f,n,f,w,n,y,e,c,y,y,y,y,p,y,o,e,w,c,l,True,bell,scaly,yellow,no_bruises,none,free,crowded,narrow,yellow,enlarging,club,scaly,scaly,yellow,yellow,partial,yellow,1,evanescent,white,clustered,leaves,False,bell_yellow,no_bruises_scaly,yellow_yellow,0.13793103,0.3926499,0.62516916,0.07435898,1.0,0.034591194,0.22916667,1.0,1.0,0.011904762,0.9551657,1.0
e,x,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,False,convex,scaly,brown,has_bruises,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,black,solitary,grasses,True,convex_brown,has_bruises_scaly,pink_white,0.3998011,0.3926499,0.11875,0.0,0.38833967,0.0,0.4094794,0.39549002,0.4720244,0.1281407,0.114643544,0.4720244
e,f,y,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d,False,flat,scaly,brown,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,solitary,woods,True,flat_brown,has_bruises_scaly,purple_white,0.4084173,0.3926499,0.11875,0.49775112,0.38833967,0.034591194,0.27022377,0.39549002,0.102639295,0.110526316,0.114643544,0.102639295
e,x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,False,convex,scaly,brown,has_bruises,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,scattered,paths,True,convex_brown,has_bruises_scaly,white_white,0.3998011,0.3926499,0.11875,0.0,0.38833967,0.0,0.7554479,0.3453145,0.2346041,0.1281407,0.114643544,0.23122239
p,x,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u,True,convex,smooth,white,has_bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,partial,white,1,pendant,chocolate,several,urban,True,convex_white,has_bruises_smooth,chocolate_white,0.3998011,0.44769403,0.35771066,0.49775112,0.38833967,1.0,0.7663934,0.50454545,0.7494866,0.37386018,0.5870736,0.7494866
p,f,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,True,flat,scaly,yellow,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,paths,False,flat_yellow,no_bruises_scaly,pink_white,0.4084173,0.3926499,0.62516916,0.49775112,0.38833967,1.0,0.7554479,0.50454545,0.4720244,0.80714285,0.9551657,0.4720244
e,x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,False,convex,fibrous,white,no_bruises,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses,False,convex_white,no_bruises_fibrous,black_white,0.3998011,0.3497014,0.35771066,0.23684211,0.38833967,0.034591194,0.4094794,0.0,0.1462585,0.37386018,0.60505164,0.1462585
p,f,s,b,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,u,True,flat,smooth,buff,has_bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,smooth,white,white,partial,white,1,pendant,chocolate,scattered,urban,True,flat_buff,has_bruises_smooth,chocolate_white,0.4084173,0.44769403,1.0,0.49775112,0.38833967,1.0,0.7663934,0.3453145,0.7494866,1.0,0.5870736,0.7494866
e,b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,False,bell,smooth,yellow,has_bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,numerous,grasses,True,bell_yellow,has_bruises_smooth,black_white,0.13793103,0.44769403,0.62516916,0.07435898,0.38833967,0.0,0.4094794,0.0,0.1462585,0.011904762,0.5870736,0.1462585
p,f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u,True,flat,smooth,brown,has_bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,urban,True,flat_brown,has_bruises_smooth,black_white,0.4084173,0.44769403,0.11875,0.23684211,0.38833967,1.0,0.7663934,0.3453145,0.1462585,0.110526316,0.5870736,0.1462585
e,x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,False,convex,scaly,brown,has_bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,solitary,paths,True,convex_brown,has_bruises_scaly,brown_white,0.3998011,0.3926499,0.11875,0.0,0.38833967,0.0,0.7554479,0.39549002,0.108270675,0.1281407,0.114643544,0.108270675
e,x,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,False,convex,fibrous,gray,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,woods,True,convex_gray,has_bruises_fibrous,purple_white,0.3998011,0.3497014,0.49194232,0.49775112,0.38833967,0.034591194,0.27022377,0.39549002,0.102639295,0.50325733,0.0,0.102639295
p,x,f,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,True,convex,fibrous,white,no_bruises,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,False,convex_white,no_bruises_fibrous,pink_white,0.3998011,0.3497014,0.35771066,0.49775112,0.38833967,1.0,0.27022377,0.50454545,0.4720244,0.37386018,0.60505164,0.4720244
p,x,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p,True,convex,scaly,gray,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,paths,False,convex_gray,no_bruises_scaly,gray_white,0.3998011,0.3926499,0.49194232,0.49775112,0.38833967,1.0,0.7554479,0.50454545,0.7854077,0.50325733,0.9551657,0.7854077
e,b,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,False,bell,smooth,yellow,has_bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,numerous,grasses,True,bell_yellow,has_bruises_smooth,black_white,0.13793103,0.44769403,0.62516916,0.07435898,0.38833967,0.0,0.4094794,0.0,0.1462585,0.011904762,0.5870736,0.1462585
p,f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,True,flat,fibrous,yellow,no_bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,grasses,False,flat_yellow,no_bruises_fibrous,chocolate_white,0.4084173,0.3497014,0.62516916,0.49775112,0.38833967,1.0,0.4094794,0.50454545,0.7494866,0.80714285,0.60505164,0.7494866
e,x,f,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,False,convex,fibrous,brown,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,solitary,woods,True,convex_brown,has_bruises_fibrous,purple_white,0.3998011,0.3497014,0.11875,0.49775112,0.38833967,0.034591194,0.27022377,0.39549002,0.102639295,0.1281407,0.0,0.102639295
p,x,s,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,True,convex,smooth,pink,no_bruises,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,woods,False,convex_pink,no_bruises_smooth,gray_white,0.3998011,0.44769403,0.9054054,0.49775112,0.38833967,1.0,0.27022377,0.3453145,0.7854077,0.9423077,0.21385542,0.7854077
e,f,f,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,False,flat,fibrous,gray,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,solitary,woods,True,flat_gray,has_bruises_fibrous,white_white,0.4084173,0.3497014,0.49194232,0.49775112,0.38833967,0.034591194,0.27022377,0.39549002,0.2346041,0.486535,0.0,0.23122239
e,x,y,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,False,convex,scaly,gray,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods,True,convex_gray,has_bruises_scaly,brown_white,0.3998011,0.3926499,0.49194232,0.49775112,0.38833967,0.034591194,0.27022377,0.50454545,0.108270675,0.50325733,0.114643544,0.108270675
e,f,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,False,flat,fibrous,white,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses,False,flat_white,no_bruises_fibrous,chocolate_white,0.4084173,0.3497014,0.35771066,0.23684211,0.38833967,0.034591194,0.4094794,0.0,0.7494866,0.45771143,0.60505164,0.7494866
e,x,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,False,convex,fibrous,brown,no_bruises,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses,False,convex_brown,no_bruises_fibrous,brown_white,0.3998011,0.3497014,0.11875,0.23684211,0.38833967,0.034591194,0.4094794,0.0,0.108270675,0.1281407,0.60505164,0.108270675
e,x,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,False,convex,scaly,red,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,True,convex_red,has_bruises_scaly,purple_white,0.3998011,0.3926499,0.022277229,0.49775112,0.38833967,0.034591194,0.27022377,0.50454545,0.102639295,0.015,0.114643544,0.102639295
e,b,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,False,bell,smooth,yellow,has_bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,grasses,True,bell_yellow,has_bruises_smooth,white_white,0.13793103,0.44769403,0.62516916,0.07435898,0.38833967,0.0,0.4094794,0.3453145,0.2346041,0.011904762,0.5870736,0.23122239
p,x,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,True,convex,fibrous,yellow,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,woods,False,convex_yellow,no_bruises_fibrous,pink_white,0.3998011,0.3497014,0.62516916,0.49775112,0.38833967,1.0,0.27022377,0.39549002,0.4720244,0.6236559,0.60505164,0.4720244
e,f,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,False,flat,fibrous,white,no_bruises,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses,False,flat_white,no_bruises_fibrous,black_white,0.4084173,0.3497014,0.35771066,0.23684211,0.38833967,0.034591194,0.4094794,0.3453145,0.1462585,0.45771143,0.60505164,0.1462585
p,f,s,w,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,g,True,flat,smooth,white,has_bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,partial,white,1,pendant,chocolate,scattered,grasses,True,flat_white,has_bruises_smooth,white_white,0.4084173,0.44769403,0.35771066,0.49775112,0.38833967,1.0,0.4094794,0.3453145,0.2346041,0.45771143,0.5870736,0.23122239
e,x,f,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,False,convex,fibrous,brown,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,several,woods,True,convex_brown,has_bruises_fibrous,purple_white,0.3998011,0.3497014,0.11875,0.49775112,0.38833967,0.034591194,0.27022377,0.50454545,0.102639295,0.1281407,0.0,0.102639295
e,f,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,False,flat,fibrous,gray,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses,False,flat_gray,no_bruises_fibrous,chocolate_white,0.4084173,0.3497014,0.49194232,0.23684211,0.38833967,0.034591194,0.4094794,0.0,0.7494866,0.486535,0.60505164,0.7494866
e,b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,False,bell,smooth,white,has_bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,numerous,meadows,True,bell_white,has_bruises_smooth,gray_white,0.13793103,0.44769403,0.35771066,0.07435898,0.38833967,0.0,0.13488372,0.0,0.7854077,0.072916664,0.5870736,0.7854077
p,k,y,c,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,True,knobbed,scaly,cinnamon,no_bruises,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,0,none,white,clustered,woods,False,knobbed_cinnamon,no_bruises_scaly,white_white,0.4642857,0.3926499,0.25714287,0.07435898,0.38833967,1.0,0.27022377,1.0,0.2346041,0.33333334,0.9551657,0.23122239
e,x,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,False,convex,smooth,brown,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses,False,convex_brown,no_bruises_smooth,chocolate_white,0.3998011,0.44769403,0.11875,0.23684211,0.38833967,0.034591194,0.4094794,0.0,0.7494866,0.1281407,0.21385542,0.7494866
e,x,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,False,convex,fibrous,brown,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,solitary,woods,True,convex_brown,has_bruises_fibrous,white_white,0.3998011,0.3497014,0.11875,0.49775112,0.38833967,0.034591194,0.27022377,0.39549002,0.2346041,0.1281407,0.0,0.23122239
p,f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g,True,flat,fibrous,gray,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,grasses,False,flat_gray,no_bruises_fibrous,gray_white,0.4084173,0.3497014,0.49194232,0.49775112,0.38833967,1.0,0.4094794,0.50454545,0.7854077,0.486535,0.60505164,0.7854077
p,x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d,True,convex,fibrous,yellow,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,woods,False,convex_yellow,no_bruises_fibrous,gray_white,0.3998011,0.3497014,0.62516916,0.49775112,0.38833967,1.0,0.27022377,0.39549002,0.7854077,0.6236559,0.60505164,0.7854077
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,True,flat,fibrous,gray,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,solitary,woods,False,flat_gray,no_bruises_fibrous,gray_white,0.4084173,0.3497014,0.49194232,0.49775112,0.38833967,1.0,0.27022377,0.39549002,0.7854077,0.486535,0.60505164,0.7854077
p,f,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,True,flat,scaly,yellow,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,grasses,False,flat_yellow,no_bruises_scaly,gray_white,0.4084173,0.3926499,0.62516916,0.49775112,0.38833967,1.0,0.4094794,0.50454545,0.7854077,0.80714285,0.9551657,0.7854077
p,f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,True,flat,fibrous,gray,no_bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,paths,False,flat_gray,no_bruises_fibrous,chocolate_white,0.4084173,0.3497014,0.49194232,0.49775112,0.38833967,1.0,0.7554479,0.39549002,0.7494866,0.486535,0.60505164,0.7494866
p,x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,True,convex,scaly,gray,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,woods,False,convex_gray,no_bruises_scaly,pink_white,0.3998011,0.3926499,0.49194232,0.49775112,0.38833967,1.0,0.27022377,0.39549002,0.4720244,0.50325733,0.9551657,0.4720244
e,x,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,False,convex,smooth,gray,no_bruises,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses,False,convex_gray,no_bruises_smooth,black_white,0.3998011,0.44769403,0.49194232,0.23684211,0.38833967,0.034591194,0.4094794,0.0,0.1462585,0.50325733,0.21385542,0.1462585
e,x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,False,convex,smooth,white,has_bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,numerous,meadows,True,convex_white,has_bruises_smooth,white_white,0.3998011,0.44769403,0.35771066,0.07435898,0.38833967,0.0,0.13488372,0.0,0.2346041,0.37386018,0.5870736,0.23122239
e,f,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,False,flat,fibrous,brown,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,woods,True,flat_brown,has_bruises_fibrous,white_white,0.4084173,0.3497014,0.11875,0.49775112,0.38833967,0.034591194,0.27022377,0.39549002,0.2346041,0.110526316,0.0,0.23122239
e,f,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,False,flat,scaly,red,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,several,woods,True,flat_red,has_bruises_scaly,pink_white,0.4084173,0.3926499,0.022277229,0.49775112,0.38833967,0.034591194,0.27022377,0.50454545,0.4720244,0.01,0.114643544,0.4720244
e,x,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,False,convex,fibrous,gray,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,woods,True,convex_gray,has_bruises_fibrous,white_white,0.3998011,0.3497014,0.49194232,0.49775112,0.38833967,0.034591194,0.27022377,0.39549002,0.2346041,0.50325733,0.0,0.23122239
p,x,s,g,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,True,convex,smooth,gray,no_bruises,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods,False,convex_gray,no_bruises_smooth,gray_white,0.3998011,0.44769403,0.49194232,0.49775112,0.38833967,1.0,0.27022377,0.50454545,0.7854077,0.50325733,0.21385542,0.7854077
e,f,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,False,flat,fibrous,gray,no_bruises,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,black,scattered,grasses,False,flat_gray,no_bruises_fibrous,brown_white,0.4084173,0.3497014,0.49194232,0.23684211,0.38833967,0.034591194,0.4094794,0.3453145,0.108270675,0.486535,0.60505164,0.108270675
p,x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d,True,convex,scaly,gray,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,woods,False,convex_gray,no_bruises_scaly,pink_white,0.3998011,0.3926499,0.49194232,0.49775112,0.38833967,1.0,0.27022377,0.50454545,0.4720244,0.50325733,0.9551657,0.4720244
e,x,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,False,convex,fibrous,brown,no_bruises,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,abundant,grasses,False,convex_brown,no_bruises_fibrous,brown_white,0.3998011,0.3497014,0.11875,0.23684211,0.38833967,0.034591194,0.4094794,0.0,0.108270675,0.1281407,0.60505164,0.108270675
p,x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,True,convex,scaly,yellow,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,grasses,False,convex_yellow,no_bruises_scaly,gray_white,0.3998011,0.3926499,0.62516916,0.49775112,0.38833967,1.0,0.4094794,0.50454545,0.7854077,0.6236559,0.9551657,0.7854077
e,f,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d,False,flat,smooth,brown,no_bruises,none,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,partial,white,2,pendant,white,solitary,woods,False,flat_brown,no_bruises_smooth,white_white,0.4084173,0.44769403,0.11875,0.49775112,0.38833967,0.034591194,0.27022377,0.39549002,0.2346041,0.110526316,0.21385542,0.23122239
e,f,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,False,flat,smooth,brown,no_bruises,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses,False,flat_brown,no_bruises_smooth,pink_white,0.4084173,0.44769403,0.11875,0.23684211,0.38833967,0.034591194,0.4094794,0.3453145,0.4720244,0.110526316,0.21385542,0.4720244
p,f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,True,flat,fibrous,gray,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,grasses,False,flat_gray,no_bruises_fibrous,pink_white,0.4084173,0.3497014,0.49194232,0.49775112,0.38833967,1.0,0.4094794,0.39549002,0.4720244,0.486535,0.60505164,0.4720244
e,x,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,False,convex,fibrous,white,no_bruises,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses,False,convex_white,no_bruises_fibrous,pink_white,0.3998011,0.3497014,0.35771066,0.23684211,0.38833967,0.034591194,0.4094794,0.0,0.4720244,0.37386018,0.60505164,0.4720244
e,f,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,False,flat,scaly,brown,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,woods,True,flat_brown,has_bruises_scaly,white_white,0.4084173,0.3926499,0.11875,0.49775112,0.38833967,0.034591194,0.27022377,0.39549002,0.2346041,0.110526316,0.114643544,0.23122239
e,x,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,False,convex,fibrous,brown,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,several,woods,True,convex_brown,has_bruises_fibrous,pink_white,0.3998011,0.3497014,0.11875,0.49775112,0.38833967,0.034591194,0.27022377,0.50454545,0.4720244,0.1281407,0.0,0.4720244
e,x,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,False,convex,fibrous,brown,no_bruises,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses,False,convex_brown,no_bruises_fibrous,black_white,0.3998011,0.3497014,0.11875,0.23684211,0.38833967,0.034591194,0.4094794,0.0,0.1462585,0.1281407,0.60505164,0.1462585
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g,True,flat,fibrous,gray,no_bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,grasses,False,flat_gray,no_bruises_fibrous,chocolate_white,0.4084173,0.3497014,0.49194232,0.49775112,0.38833967,1.0,0.4094794,0.39549002,0.7494866,0.486535,0.60505164,0.7494866
p,x,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,True,convex,scaly,white,has_bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,grasses,True,convex_white,has_bruises_scaly,white_white,0.3998011,0.3926499,0.35771066,0.23684211,0.38833967,1.0,0.4094794,0.50454545,0.2346041,0.37386018,0.114643544,0.23122239
p,x,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p,True,convex,scaly,yellow,no_bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,paths,False,convex_yellow,no_bruises_scaly,chocolate_white,0.3998011,0.3926499,0.62516916,0.49775112,0.38833967,1.0,0.7554479,0.50454545,0.7494866,0.6236559,0.9551657,0.7494866
